symbol,stage,detail
RATNAVEER,S1_base_short,base 3d — rolling high
RPEL,S1_base_short,base 3d — rolling high
RSL,S1_red_close,-1.40% on the day
SECMARK,S1_off_high,closed 8.4% off day high
SERVICE,S0_series,SM
SETL,S1_off_high,closed 3.6% off day high
SGRL,S1_off_high,closed 6.9% off day high
SHAHALLOYS,S1_off_high,closed 8.3% off day high
SHETHJI,S0_series,SM
SHILPAMED,S1_base_short,base 4d — rolling high
SHREEPUSHK,S1_off_high,closed 5.1% off day high
SHUKRAPHAR,S1_off_high,closed 5.7% off day high
SMARTLINK,S0_series,BE
SOMANYCERA,S1_red_close,-0.28% on the day
SONAMLTD,S1_off_high,closed 3.1% off day high
STEL,S1_off_high,closed 4.6% off day high
STLTECH,S0_series,BE
SUNLOC,S1_base_short,base 3d — rolling high
SUNSHINE,S1_off_high,closed 3.3% off day high
SUPTANERY,S0_series,BE
SURAKSHA,S1_base_short,base 3d — rolling high
SUVEN,S1_base_short,base 7d — rolling high
TAMBOLIIN,S0_series,BE
TANKUP,S0_series,ST
THELEELA,S1_base_short,base 7d — rolling high
TIMEX,S1_base_short,base 3d — rolling high
TVSSRICHAK,S1_base_short,base 5d — rolling high
UNIPARTS,S1_base_short,base 3d — rolling high
VINCOFE,S1_base_short,base 3d — rolling high
VISHAL,S1_off_high,closed 11.4% off day high
VTMLTD,S1_red_close,-1.72% on the day
WELSPUNLIV,S1_base_short,base 3d — rolling high
XTRANET,S1_red_close,-0.16% on the day
MIDCAPADD,S0_fund,ETF/index fund
BBETF0432,S0_fund,ETF/index fund
PAR,S0_turnover,Rs 3.8 cr
DGCONTENT,S0_turnover,Rs 0.5 cr
INFRAIETF,S0_fund,ETF/index fund
BALKRISIND,S1_red_close,-1.71% on the day
ASTRAL,S1_red_close,-0.66% on the day
INNOVISION,S1_off_high,closed 8.3% off day high
SBINEQWETF,S0_fund,ETF/index fund
ASIANHOTNR,S1_off_high,closed 5.8% off day high
NEXTMEDIA,S0_turnover,Rs 0.7 cr
NIRAJISPAT,S0_turnover,Rs 0.0 cr
BURNPUR,S0_turnover,Rs 0.2 cr
SIMPLXREA,S2_data,DATA UNAVAILABLE (9 bars)
SKFINDUS,S2_data,DATA UNAVAILABLE (182 bars)
SUDEEPPHRM,S2_data,DATA UNAVAILABLE (190 bars)
ULTRAMAR,S2_data,DATA UNAVAILABLE (93 bars)
NORTHARC,S2_no_new_high,day high 319.60 < 52w high 334.00
ASHOKA,S1_off_high,closed 6.8% off day high
TNPETRO,S1_off_high,closed 5.5% off day high
VIMTALABS,S1_off_high,closed 4.0% off day high
VENKEYS,S2_no_new_high,day high 1747.40 < 52w high 1800.00
NIACL,S1_off_high,closed 4.4% off day high
REMSONSIND,S2_no_new_high,day high 99.70 < 52w high 152.45
SHIPROCKET,S2_data,DATA UNAVAILABLE (9 bars)
