symbol,stage,detail
PAYTM,S1_red_close,-0.12% on the day
PCCL,S0_series,SM
PITTIENG,S1_red_close,-0.78% on the day
PNBHOUSING,S1_base_short,base 6d — rolling high
PRAMODINI,S0_series,ST
PRIMECAB,S0_series,ST
PVP,S1_base_short,base 1d — rolling high
QUESS,S1_base_short,base 8d — rolling high
RAMBHAJO,S1_base_short,base 1d — rolling high
RAPIDFLEET,S0_series,SM
RATNAVEER,S1_base_short,base 5d — rolling high
RGL,S1_off_high,closed 4.8% off day high
ROLLT,S0_series,BE
RPEL,S1_base_short,base 5d — rolling high
RRECL,S1_base_short,base 7d — rolling high
RUBICON,S1_base_short,base 7d — rolling high
SAYAJIHOTL,S1_off_high,closed 3.7% off day high
SERVICE,S0_series,SM
SETL,S1_base_short,base 1d — rolling high
SGMART,S1_base_short,base 1d — rolling high
SHRIAHIMSA,S0_series,ST
SHUKRAPHAR,S1_off_high,closed 4.5% off day high
SILKFLEX,S0_series,SM
SILVER001,S0_fund,ETF/index fund
SKYGOLD,S1_base_short,base 1d — rolling high
SOMANYCERA,S1_base_short,base 1d — rolling high
SREEL,S1_off_high,closed 3.2% off day high
SUPTANERY,S1_base_short,base 1d — rolling high
SURAKSHA,S1_base_short,base 2d — rolling high
TAURIAN,S0_series,SM
TFCILTD,S1_base_short,base 1d — rolling high
TIMEX,S1_base_short,base 1d — rolling high
TRANSCOR,S1_off_high,closed 5.6% off day high
TUTIALKA,S1_off_high,closed 4.3% off day high
TVSSRICHAK,S1_base_short,base 6d — rolling high
UFLEX,S1_base_short,base 7d — rolling high
VALIANTLAB,S1_off_high,closed 3.3% off day high
VINSYS,S0_series,ST
VOEPL,S1_off_high,closed 4.1% off day high
VTMLTD,S1_base_short,base 1d — rolling high
WELENT,S1_base_short,base 1d — rolling high
WELINV,S0_series,BE
YATHARTH,S1_base_short,base 1d — rolling high
INDOTHAI,S1_red_close,-5.00% on the day
BANKBETF,S0_fund,ETF/index fund
GROWWCHEM,S0_fund,ETF/index fund
TCC,S1_red_close,-4.97% on the day
DHUNINV,S1_off_high,closed 4.9% off day high
ENIFTY,S0_fund,ETF/index fund
VIYASH,S1_red_close,-5.42% on the day
TOP20,S0_fund,ETF/index fund
ASIANHOTNR,S0_turnover,Rs 3.2 cr
TARMAT,S0_turnover,Rs 3.2 cr
MADHAVIPL,S0_turnover,Rs 0.8 cr
LCCINFOTEC,S0_turnover,Rs 0.1 cr
DCMNVL,S0_turnover,Rs 1.0 cr
PIRAMALFIN,S2_data,DATA UNAVAILABLE (202 bars)
ARIHANTSUP,S1_off_high,closed 3.6% off day high
DTIL,S2_no_new_high,day high 183.22 < 52w high 202.00
GENESYS,S2_no_new_high,day high 257.10 < 52w high 647.90
JISLJALEQS,S2_no_new_high,day high 30.47 < 52w high 59.00
WEL,S2_no_new_high,day high 160.00 < 52w high 183.53
ADVAIT,S2_data,DATA UNAVAILABLE (151 bars)
NPST,S1_off_high,closed 5.9% off day high
SIMPLEXINF,S1_off_high,closed 3.5% off day high
SAIPARENT,S2_data,DATA UNAVAILABLE (102 bars)
GENCON,S2_no_new_high,day high 47.00 < 52w high 59.96
AASTHA,S2_data,DATA UNAVAILABLE (38 bars)
