symbol,stage,detail
INDOCO,S1_off_high,closed 4.4% off day high
MANGALAM,S0_turnover,Rs 1.0 cr
AEROPLANE,S2_data,DATA UNAVAILABLE (114 bars)
AHCL,S2_data,DATA UNAVAILABLE (257 bars)
KOVAI,S2_data,DATA UNAVAILABLE (106 bars)
MERCURYEV,S2_data,DATA UNAVAILABLE (73 bars)
ITDC,S1_off_high,closed 9.8% off day high
DBL,S1_off_high,closed 7.3% off day high
SWANCORP,S1_off_high,closed 5.5% off day high
TATAINVEST,S1_off_high,closed 5.0% off day high
KOTIC,S2_data,DATA UNAVAILABLE (18 bars)
MWL,S1_off_high,closed 9.9% off day high
SHAKTIPUMP,S1_off_high,closed 4.1% off day high
SHIVAUM,S1_off_high,closed 3.1% off day high
ELITECON,S2_data,DATA UNAVAILABLE (18 bars)
