symbol,stage,detail
RATNAVEER,S1_red_close,-0.30% on the day
REDINGTON,S1_off_high,closed 3.2% off day high
ROLLT,S0_series,BE
RPEL,S1_red_close,-0.02% on the day
RSL,S1_base_short,base 1d — rolling high
RUBICON,S1_red_close,-2.14% on the day
SAILIFE,S1_red_close,-0.22% on the day
SAYAJIHOTL,S1_red_close,-4.17% on the day
SECMARK,S0_turnover,Rs 1.1 cr
SERVICE,S0_series,SM
SETL,S1_base_short,base 1d — rolling high
SGRL,S0_turnover,Rs 0.3 cr
SHAHALLOYS,S1_base_short,base 10d — rolling high
SHRIAHIMSA,S0_series,ST
SIGMAADV,S0_series,BE
SOLARINDS,S1_red_close,-0.87% on the day
SOMANYCERA,S1_base_short,base 1d — rolling high
SONAMLTD,S1_base_short,base 9d — rolling high
STLTECH,S0_series,BE
SUNLOC,S1_off_high,closed 5.2% off day high
SUNSHINE,S1_base_short,base 3d — rolling high
SUPTANERY,S0_series,BE
SURAKSHA,S1_base_short,base 2d — rolling high
SYNCOMF,S1_off_high,closed 3.6% off day high
TANKUP,S0_series,ST
TECHNOCRAF,S1_base_short,base 1d — rolling high
TEMPSENS,S1_red_close,-6.85% on the day
TIMEX,S1_base_short,base 2d — rolling high
TURTLEMINT,S1_red_close,-0.74% on the day
UCAL,S0_series,BE
UNIPARTS,S1_base_short,base 3d — rolling high
UPHOT,S1_base_short,base 8d — rolling high
VADILENT,S0_turnover,Rs 0.3 cr
VTMLTD,S1_base_short,base 1d — rolling high
WARDINMOBI,S1_red_close,-0.34% on the day
WELCORP,S1_red_close,-1.70% on the day
WELSPUNLIV,S1_red_close,-1.42% on the day
YATHARTH,S1_red_close,-0.36% on the day
SBIBPB,S0_fund,ETF/index fund
DCI,S1_red_close,-0.69% on the day
JKIPL,S0_turnover,Rs 3.5 cr
LENSKART,S1_red_close,-0.70% on the day
INFRAIETF,S0_fund,ETF/index fund
NEXTMEDIA,S0_turnover,Rs 0.1 cr
NIRAJISPAT,S0_turnover,Rs 0.1 cr
GVPTECH,S0_turnover,Rs 1.1 cr
SHRIKRISH,S0_turnover,Rs 0.0 cr
3BBLACKBIO,S2_data,DATA UNAVAILABLE (9 bars)
ALBERTDAVD,S0_turnover,Rs 1.8 cr
XTRANET,S2_data,DATA UNAVAILABLE (22 bars)
SPAL,S2_no_new_high,day high 1021.00 < 52w high 1221.90
STAR,S2_no_new_high,day high 1018.40 < 52w high 1231.00
MASTEK,S2_no_new_high,day high 1933.90 < 52w high 2614.00
EXXARO,S2_no_new_high,day high 7.42 < 52w high 10.33
IKIO,S2_no_new_high,day high 217.70 < 52w high 248.88
TEJASNET,S2_no_new_high,day high 549.00 < 52w high 644.75
INFOBEAN,S2_no_new_high,day high 167.00 < 52w high 257.50
TTML,S2_no_new_high,day high 39.00 < 52w high 60.62
NEWGEN,S2_no_new_high,day high 566.00 < 52w high 1041.95
DMCC,S2_no_new_high,day high 302.00 < 52w high 343.00
