symbol,stage,detail
IRISDOREME,S1_base_short,base 1d — rolling high
JENBURPH,S1_base_short,base 1d — rolling high
KANCOTEA,S1_red_close,-0.50% on the day
KEI,S1_red_close,-1.41% on the day
KJMCFIN,S1_base_short,base 1d — rolling high
KRN,S1_red_close,-1.60% on the day
LASERPOWER,S1_base_short,base 1d — rolling high
LEENEE,S1_base_short,base 1d — rolling high
LENSKART,S1_base_short,base 5d — rolling high
LIQUIDBETA,S0_fund,ETF/index fund
LIQUIDCASE,S0_fund,ETF/index fund
LIQUIDSHRI,S0_fund,ETF/index fund
LKPSEC,S1_off_high,closed 4.0% off day high
MACPOWER,S1_base_short,base 7d — rolling high
MAHASTEEL,S0_series,BE
MANINDS,S1_base_short,base 6d — rolling high
MANIPALHOS,S1_base_short,base 1d — rolling high
MAWANASUG,S1_off_high,closed 4.3% off day high
MIIL,S1_base_short,base 1d — rolling high
MMFL,S1_base_short,base 8d — rolling high
MMP,S1_base_short,base 7d — rolling high
MODEFENCE,S0_fund,ETF/index fund
MODISONLTD,S0_series,BE
MODTHREAD,S1_off_high,closed 11.7% off day high
MOLBIO,S1_off_high,closed 7.3% off day high
MOMETAL,S0_fund,ETF/index fund
MONOLITH,S0_series,SM
MOREPENLAB,S1_red_close,-2.30% on the day
MSL,S1_off_high,closed 4.6% off day high
NEOGEN,S1_off_high,closed 5.2% off day high
NETWEB,S1_base_short,base 4d — rolling high
NEULANDLAB,S1_red_close,-1.11% on the day
NITINSPIN,S1_base_short,base 8d — rolling high
NRBBEARING,S1_base_short,base 1d — rolling high
OPTIFIN,S1_off_high,closed 14.3% off day high
OPTIVALUE,S0_series,ST
PANACHE,S0_series,BE
PANCHMAHQ,S1_red_close,-8.94% on the day
PARNAXLAB,S1_base_short,base 1d — rolling high
PATILAUTOM,S0_series,SM
PBMPOLY,S0_turnover,Rs 0.0 cr
PCCL,S0_series,SM
POEL,S1_base_short,base 1d — rolling high
POLYSPIN,S1_red_close,-2.79% on the day
PONNIERODE,S1_off_high,closed 4.6% off day high
PREMIERPOL,S1_base_short,base 1d — rolling high
PRICOLLTD,S1_red_close,-0.86% on the day
PROPSHOP,S0_series,SM
PROV,S0_series,SM
QMSMEDI,S0_series,BE
QUESS,S1_red_close,-2.91% on the day
RADICO,S1_base_short,base 1d — rolling high
RATNAVEER,S1_base_short,base 1d — rolling high
RBA,S1_off_high,closed 4.1% off day high
RISHABH,S1_red_close,-4.15% on the day
ROLEXRINGS,S1_red_close,-1.68% on the day
ROSSTECH,S1_red_close,-0.80% on the day
RPEL,S1_base_short,base 4d — rolling high
RRECL,S0_turnover,Rs 0.0 cr
RRKABEL,S1_base_short,base 5d — rolling high
RUBICON,S1_base_short,base 1d — rolling high
SACHEEROME,S0_series,SM
SAICAPI,S1_red_close,-0.57% on the day
SALSTEEL,S1_red_close,-0.24% on the day
SANSERA,S1_red_close,-0.30% on the day
SEDEMAC,S1_red_close,-0.14% on the day
SEKURITIND,S1_off_high,closed 3.1% off day high
SENORES,S1_red_close,-0.95% on the day
SETL,S1_base_short,base 1d — rolling high
SGMART,S1_base_short,base 4d — rolling high
SHAHALLOYS,S1_off_high,closed 11.7% off day high
SHANTI-RE,S0_series,BE
SHERA,S0_series,ST
SHILGRAVQ,S1_off_high,closed 3.6% off day high
SHIVAAGRO,S1_red_close,-2.72% on the day
SHRADDHA,S1_off_high,closed 6.1% off day high
SHRIPISTON,S1_base_short,base 6d — rolling high
SIEL,S1_base_short,base 1d — rolling high
SIMPLXREA,S1_red_close,-0.08% on the day
SMVD,S0_series,SM
SOLARINDS,S1_base_short,base 5d — rolling high
SUNDRMFAST,S1_base_short,base 4d — rolling high
SUNLOC,S0_turnover,Rs 0.0 cr
SUNRAKSHAK,S1_red_close,-0.37% on the day
SUPTANERY,S0_turnover,Rs 0.5 cr
SWARAJ,S1_off_high,closed 4.3% off day high
SWISSMLTRY,S1_base_short,base 1d — rolling high
TAMBOLIIN,S0_series,BE
TAURIAN,S0_series,SM
TDPOWERSYS,S1_base_short,base 1d — rolling high
TI,S1_base_short,base 4d — rolling high
TIIL,S1_base_short,base 4d — rolling high
TOYAMSL,S1_base_short,base 1d — rolling high
TRANSCOR,S1_red_close,-0.62% on the day
TRITONV,S1_base_short,base 1d — rolling high
TURTLEMINT,S1_red_close,-3.10% on the day
TUTIALKA,S1_off_high,closed 5.0% off day high
TVSSRICHAK,S1_red_close,-2.75% on the day
UFLEX,S1_off_high,closed 3.6% off day high
UGARSUGAR,S1_red_close,-2.11% on the day
UNITDSPR,S1_red_close,-1.56% on the day
UNIVASTU,S0_series,BE
UTLSOLAR,S1_base_short,base 1d — rolling high
VASUPRADA,S1_base_short,base 1d — rolling high
VERA,S0_series,SM
VGCL,S1_red_close,-3.79% on the day
VINSYS,S0_series,ST
VIRAT,S1_base_short,base 1d — rolling high
VIRTUALG,S1_base_short,base 1d — rolling high
VIVIDEL,S0_series,ST
VIVO,S0_series,ST
VOITHPAPR,S1_off_high,closed 10.8% off day high
WARDINMOBI,S1_off_high,closed 7.2% off day high
WATERBASE,S1_base_short,base 1d — rolling high
WELCORP,S1_base_short,base 4d — rolling high
WELSPUNLIV,S1_base_short,base 4d — rolling high
MUKESHB,S0_turnover,Rs 0.0 cr
NATIONSTD,S0_turnover,Rs 4.8 cr
JINDRILL,S1_off_high,closed 3.7% off day high
PRABHA,S1_off_high,closed 3.6% off day high
GKB,S0_turnover,Rs 0.0 cr
MIDCAPADD,S0_fund,ETF/index fund
CONS,S0_fund,ETF/index fund
ICIL,S1_off_high,closed 5.6% off day high
ABCOTS,S0_turnover,Rs 3.3 cr
VALIANTLAB,S0_turnover,Rs 3.7 cr
SOUTHWEST,S1_red_close,-2.20% on the day
AZADIND,S0_turnover,Rs 0.4 cr
MULTICAP,S0_fund,ETF/index fund
KAMANWALA,S0_turnover,Rs 0.0 cr
AARNAV,S0_turnover,Rs 0.8 cr
GENESYS-RE,S0_series,BE
INDOMIM,S2_data,DATA UNAVAILABLE (14 bars)
LCL,S2_data,DATA UNAVAILABLE (14 bars)
MILKYMIST,S2_data,DATA UNAVAILABLE (1 bars)
ETHOSLTD,S1_off_high,closed 5.6% off day high
ABINFRA,S2_no_new_high,day high 12.99 < 52w high 23.56
SIGACHI,S2_no_new_high,day high 30.09 < 52w high 46.73
REGAAL,S2_data,DATA UNAVAILABLE (247 bars)
