symbol,stage,detail
IRISDOREME,S1_red_close,-1.10% on the day
JGCHEM,S1_red_close,-2.45% on the day
KAMANWALA,S0_turnover,Rs 0.9 cr
KRISHANA,S1_off_high,closed 3.2% off day high
KRN,S1_red_close,-1.22% on the day
LASERPOWER,S1_red_close,-1.42% on the day
LCL,S1_red_close,-2.97% on the day
LEAPIND,S1_red_close,+0.00% on the day
LEENEE,S1_off_high,closed 8.5% off day high
LENSKART,S1_base_short,base 1d — rolling high
LIQUIDBETA,S0_fund,ETF/index fund
LIQUIDCASE,S0_fund,ETF/index fund
LIQUIDSHRI,S0_fund,ETF/index fund
LKPSEC,S1_red_close,-0.95% on the day
MAGSON,S0_series,SM
MAHASTEEL,S0_series,BE
MAKERSL,S0_turnover,Rs 0.2 cr
MANALIPETC,S1_off_high,closed 7.6% off day high
MANINDS,S1_red_close,-0.33% on the day
MANIPALHOS,S1_base_short,base 1d — rolling high
MAWANASUG,S1_off_high,closed 3.6% off day high
MAXESTATES,S1_off_high,closed 3.3% off day high
MENONBE,S0_series,BE
MILKYMIST,S1_base_short,base 1d — rolling high
MINALIND,S1_base_short,base 2d — rolling high
MKEXIM,S0_turnover,Rs 0.2 cr
MMP,S1_base_short,base 1d — rolling high
MODEFENCE,S0_fund,ETF/index fund
MODISONLTD,S0_series,BE
MOM100,S0_fund,ETF/index fund
MONQ50,S0_fund,ETF/index fund
MOTHERSON,S1_red_close,-0.06% on the day
MPDL,S1_red_close,+0.00% on the day
MYSORPETRO,S0_turnover,Rs 0.9 cr
NICCOPAR,S1_base_short,base 1d — rolling high
NITINSPIN,S1_red_close,-3.62% on the day
NRBBEARING,S1_red_close,-0.74% on the day
PARAS,S1_red_close,-2.70% on the day
PATILAUTOM,S0_series,SM
PAUSHAKLTD,S1_off_high,closed 5.2% off day high
PCCL,S0_series,SM
PERMAGN,S0_turnover,Rs 3.8 cr
PNBHOUSING,S1_base_short,base 9d — rolling high
PONNIERODE,S1_base_short,base 1d — rolling high
PRAMODINI,S0_series,ST
PREMIERPOL,S1_off_high,closed 3.1% off day high
PROPSHOP,S0_series,SM
PVP,S1_red_close,-3.16% on the day
RADICO,S1_red_close,-0.78% on the day
RITCO,S1_red_close,-0.78% on the day
RKFORGE,S1_red_close,-0.84% on the day
RPEL,S1_base_short,base 1d — rolling high
RRECL,S1_base_short,base 1d — rolling high
RRKABEL,S1_base_short,base 1d — rolling high
RUBICON,S1_red_close,-0.73% on the day
SAB,S1_red_close,+0.00% on the day
SALSTEEL,S1_base_short,base 1d — rolling high
SENORES,S1_base_short,base 1d — rolling high
SERVICE,S0_series,SM
SGMART,S1_red_close,-0.45% on the day
SHADOWFAX,S1_base_short,base 2d — rolling high
SHERVANI,S0_turnover,Rs 0.2 cr
SHILGRAVQ,S1_off_high,closed 7.9% off day high
SHIPROCKET,S1_off_high,closed 8.3% off day high
SIEL,S0_turnover,Rs 0.1 cr
SIMPLXREA,S1_red_close,-4.88% on the day
SNXT30BEES,S0_fund,ETF/index fund
STEELCAS,S1_red_close,-0.41% on the day
SUBEXLTD,S1_red_close,-5.09% on the day
SUDEEPPHRM,S1_base_short,base 8d — rolling high
SUNDRMFAST,S1_base_short,base 1d — rolling high
SUNRAKSHAK,S1_base_short,base 1d — rolling high
SUNSHIEL,S1_base_short,base 2d — rolling high
SUPTANERY,S1_red_close,-4.76% on the day
SWISSMLTRY,S1_off_high,closed 3.3% off day high
TANAA,S1_red_close,-1.37% on the day
TASTYBITE,S1_base_short,base 5d — rolling high
TFCILTD,S1_base_short,base 2d — rolling high
TOYAMSL,S1_red_close,-1.49% on the day
TRANSCOR,S1_base_short,base 1d — rolling high
TRITONV,S1_base_short,base 1d — rolling high
UFLEX,S1_base_short,base 1d — rolling high
UTLSOLAR,S1_base_short,base 1d — rolling high
VADILENT,S1_base_short,base 2d — rolling high
VALIANTLAB,S1_off_high,closed 3.3% off day high
VEDAVAAG,S1_red_close,-2.53% on the day
VIJSOLX,S1_base_short,base 2d — rolling high
VINSYS,S0_series,ST
VIRTUALG,S1_off_high,closed 4.4% off day high
VMARCIND,S0_series,SM
WATERBASE,S1_base_short,base 1d — rolling high
WELCORP,S1_base_short,base 1d — rolling high
ZENTEC,S1_red_close,-2.58% on the day
ORIENTHOT,S1_off_high,closed 3.1% off day high
ASTERDM,S1_red_close,-2.20% on the day
SAYAJIHOTL,S0_turnover,Rs 0.1 cr
PANCHMAHQ,S0_turnover,Rs 0.1 cr
KRITI,S0_turnover,Rs 2.1 cr
LAXMICOT,S0_turnover,Rs 0.6 cr
ENEXT50,S0_fund,ETF/index fund
MONIFTY100,S0_fund,ETF/index fund
BAJAJHIND,S1_off_high,closed 3.6% off day high
TECILCHEM,S0_turnover,Rs 0.1 cr
KOHINOOR,S0_turnover,Rs 4.5 cr
GFLLIMITED,S0_turnover,Rs 4.3 cr
ZAGGLE,S1_off_high,closed 4.9% off day high
AHLADA,S0_turnover,Rs 1.0 cr
MANBRO,S0_turnover,Rs 0.8 cr
CALSOFT,S0_turnover,Rs 0.7 cr
EXCELINDUS,S2_no_new_high,day high 1148.55 < 52w high 1348.80
PRSMJOHNSN,S1_off_high,closed 5.7% off day high
HGINFRA,S1_off_high,closed 7.8% off day high
RAILTEL,S1_off_high,closed 3.5% off day high
DLINKINDIA,S2_no_new_high,day high 457.95 < 52w high 549.20
ATGL,S1_off_high,closed 3.4% off day high
BLACKBUCK,S2_no_new_high,day high 628.95 < 52w high 748.00
EMSLIMITED,S1_off_high,closed 3.9% off day high
