symbol,stage,detail
SHANTIGEAR,S1_red_close,-1.42% on the day
SHREEJISPG,S1_base_short,base 1d — rolling high
SHUKRAPHAR,S1_base_short,base 1d — rolling high
SKIPPER,S1_red_close,-2.24% on the day
SMLMAH,S1_base_short,base 2d — rolling high
SOLARINDS,S1_red_close,-0.45% on the day
SPCON,S0_series,SM
SPECTRUM,S0_series,BE
SREEL,S1_base_short,base 1d — rolling high
STLTECH,S0_series,BE
SUBEXLTD,S1_red_close,-2.50% on the day
SUNLITE,S0_series,SM
SUNSHINE,S1_red_close,-2.08% on the day
SURAKSHA,S1_red_close,-1.50% on the day
SWARNSAR,S1_red_close,-1.51% on the day
SYRMA,S1_red_close,-1.42% on the day
TAMBOLIIN,S0_series,BE
TBZ,S1_red_close,-4.55% on the day
TECHNOCRAF,S1_base_short,base 1d — rolling high
TTKHLTCARE,S1_red_close,-0.94% on the day
UDAYJEW,S1_base_short,base 1d — rolling high
UNIMECH,S1_red_close,-2.61% on the day
UNIVPHOTO,S0_series,BE
UWCSL,S0_series,SM
VALIANTLAB,S0_series,BE
VENUSPIPES,S1_red_close,-0.41% on the day
VIGOR,S0_series,SM
VIJAYA,S1_red_close,-0.53% on the day
VILINBIO,S0_series,SM
WHEELS,S1_base_short,base 1d — rolling high
XTRANET,S1_base_short,base 1d — rolling high
YUKEN,S1_base_short,base 1d — rolling high
MASKINVEST,S0_turnover,Rs 0.1 cr
GRAVISSHO,S0_turnover,Rs 1.5 cr
LFIC,S0_turnover,Rs 3.0 cr
SBIBPB,S0_fund,ETF/index fund
MONIFTY100,S0_fund,ETF/index fund
KREBSBIO,S0_turnover,Rs 0.8 cr
JMA,S0_turnover,Rs 1.6 cr
ANMOL,S0_turnover,Rs 2.7 cr
PILANIINVS,S1_red_close,-1.45% on the day
SUPERHOUSE,S0_turnover,Rs 1.3 cr
RPPINFRA,S1_off_high,closed 3.3% off day high
RESPONIND,S1_off_high,closed 3.8% off day high
AAREYDRUGS,S0_turnover,Rs 2.3 cr
BENARAS,S2_data,DATA UNAVAILABLE (17 bars)
INDOMIM,S2_data,DATA UNAVAILABLE (30 bars)
JAYAGROGN,S0_turnover,Rs 3.6 cr
KENNAMET,S2_data,DATA UNAVAILABLE (105 bars)
KSR,S2_data,DATA UNAVAILABLE (196 bars)
MOLBIO,S2_data,DATA UNAVAILABLE (18 bars)
PRISMX,S2_data,DATA UNAVAILABLE (17 bars)
TAALTECH,S2_data,DATA UNAVAILABLE (17 bars)
SHAREINDIA,S1_off_high,closed 3.6% off day high
INNOVISION,S2_data,DATA UNAVAILABLE (119 bars)
GOACARBON,S2_no_new_high,day high 463.50 < 52w high 494.90
EXCELSOFT,S2_data,DATA UNAVAILABLE (199 bars)
LIKHITHA,S1_off_high,closed 3.8% off day high
IFGLEXPOR,S1_off_high,closed 5.0% off day high
GREENPOWER,S1_off_high,closed 9.1% off day high
TCC,S2_data,DATA UNAVAILABLE (133 bars)
ASTEC,S2_no_new_high,day high 779.35 < 52w high 941.75
EIEL,S1_off_high,closed 4.2% off day high
SHIVALIK,S2_no_new_high,day high 384.90 < 52w high 496.00
